GENEID	SYMBOL	type
ENSG00000124203	ZNF831	ensg
ENSG00000124205	EDN3	ensg
ENSG00000124207	CSE1L	ensg
ENSG00000124208	TMEM189-UBE2V1	ensg
ENSG00000124209	RAB22A	ensg
ENSG00000124212	PTGIS	ensg
ENSG00000124214	STAU1	ensg
ENSG00000124215	CDH26	ensg
ENSG00000124216	SNAI1	ensg
ENSG00000124217	MOCS3	ensg
ENSG00000124222	STX16	ensg
ENSG00000124225	PMEPA1	ensg
ENSG00000124226	RNF114	ensg
ENSG00000124227	ANKRD60	ensg
ENSG00000124228	DDX27	ensg
ENSG00000124232	RBPJL	ensg
ENSG00000124233	SEMG1	ensg
ENSG00000124237	C20orf85	ensg
ENSG00000124243	BCAS4	ensg
ENSG00000124249	KCNK15	ensg
ENSG00000124251	TP53TG5	ensg
ENSG00000124253	PCK1	ensg
ENSG00000124256	ZBP1	ensg
ENSG00000124257	NEURL2	ensg
ENSG00000124260	MAGEA10	ensg
ENSG00000124275	MTRR	ensg
ENSG00000124279	FASTKD3	ensg
ENSG00000124299	PEPD	ensg
ENSG00000124302	CHST8	ensg
ENSG00000124313	IQSEC2	ensg
ENSG00000124333	VAMP7	ensg
ENSG00000124334	IL9R	ensg
ENSG00000124343	XG	ensg
ENSG00000124356	STAMBP	ensg
ENSG00000124357	NAGK	ensg
ENSG00000124370	MCEE	ensg
ENSG00000124374	PAIP2B	ensg
ENSG00000124380	SNRNP27	ensg
ENSG00000124383	MPHOSPH10	ensg
ENSG00000124391	IL17C	ensg
ENSG00000124406	ATP8A1	ensg
ENSG00000124422	USP22	ensg
ENSG00000124429	POF1B	ensg
ENSG00000124440	HIF3A	ensg
ENSG00000124444	ZNF576	ensg
ENSG00000124449	IRGC	ensg
ENSG00000124459	ZNF45	ensg
ENSG00000124466	LYPD3	ensg
ENSG00000124467	PSG8	ensg
ENSG00000124469	CEACAM8	ensg
ENSG00000124479	NDP	ensg
ENSG00000124486	USP9X	ensg
ENSG00000124490	CRISP2	ensg
ENSG00000124491	F13A1	ensg
ENSG00000124493	GRM4	ensg
ENSG00000124496	TRERF1	ensg
ENSG00000124507	PACSIN1	ensg
ENSG00000124508	BTN2A2	ensg
ENSG00000124523	SIRT5	ensg
ENSG00000124532	MRS2	ensg
ENSG00000124535	WRNIP1	ensg
ENSG00000124541	RRP36	ensg
ENSG00000124557	BTN1A1	ensg
ENSG00000124562	SNRPC	ensg
ENSG00000124564	SLC17A3	ensg
ENSG00000124568	SLC17A1	ensg
ENSG00000124570	SERPINB6	ensg
ENSG00000124571	XPO5	ensg
ENSG00000124574	ABCC10	ensg
ENSG00000124575	HIST1H1D	ensg
ENSG00000124587	PEX6	ensg
ENSG00000124588	NQO2	ensg
ENSG00000124593	PRICKLE4	ensg
ENSG00000124596	OARD1	ensg
ENSG00000124602	UNC5CL	ensg
ENSG00000124608	AARS2	ensg
ENSG00000124610	HIST1H1A	ensg
ENSG00000124613	ZNF391	ensg
ENSG00000124614	RPS10	ensg
ENSG00000124615	MOCS1	ensg
ENSG00000124635	HIST1H2BJ	ensg
ENSG00000124641	MED20	ensg
ENSG00000124657	OR2B6	ensg
ENSG00000124659	TBCC	ensg
ENSG00000124664	SPDEF	ensg
ENSG00000124678	TCP11	ensg
ENSG00000124688	MAD2L1BP	ensg
ENSG00000124701	APOBEC2	ensg
ENSG00000124702	KLHDC3	ensg
ENSG00000124713	GNMT	ensg
ENSG00000124721	DNAH8	ensg
ENSG00000124731	TREM1	ensg
ENSG00000124733	MEA1	ensg
ENSG00000124743	KLHL31	ensg
ENSG00000124749	COL21A1	ensg
ENSG00000124762	CDKN1A	ensg
ENSG00000124766	SOX4	ensg
ENSG00000124767	GLO1	ensg
ENSG00000124772	CPNE5	ensg
ENSG00000124780	KCNK17	ensg
ENSG00000124782	RREB1	ensg
ENSG00000124783	SSR1	ensg
ENSG00000124784	RIOK1	ensg
ENSG00000124785	NRN1	ensg
ENSG00000124786	SLC35B3	ensg
ENSG00000124787	RPP40	ensg
ENSG00000124788	ATXN1	ensg
ENSG00000124789	NUP153	ensg
ENSG00000124795	DEK	ensg
ENSG00000124802	EEF1E1	ensg
ENSG00000124812	CRISP1	ensg
ENSG00000124813	RUNX2	ensg
ENSG00000124818	OPN5	ensg
ENSG00000124827	GCM2	ensg
ENSG00000124831	LRRFIP1	ensg
ENSG00000124839	RAB17	ensg
ENSG00000124875	CXCL6	ensg
ENSG00000124882	EREG	ensg
ENSG00000124900	TRIM51	ensg
ENSG00000124920	MYRF	ensg
ENSG00000124935	SCGB1D2	ensg
ENSG00000124939	SCGB2A1	ensg
ENSG00000124942	AHNAK	ensg
ENSG00000125037	EMC3	ensg
ENSG00000125046	SSUH2	ensg
ENSG00000125084	WNT1	ensg
ENSG00000125089	SH3TC1	ensg
ENSG00000125107	CNOT1	ensg
ENSG00000125122	LRRC29	ensg
ENSG00000125124	BBS2	ensg
ENSG00000125144	MT1G	ensg
ENSG00000125148	MT2A	ensg
ENSG00000125149	C16orf70	ensg
ENSG00000125166	GOT2	ensg
ENSG00000125170	DOK4	ensg
ENSG00000125207	PIWIL1	ensg
ENSG00000125245	GPR18	ensg
ENSG00000125246	CLYBL	ensg
ENSG00000125247	TMTC4	ensg
ENSG00000125249	RAP2A	ensg
ENSG00000125255	SLC10A2	ensg
ENSG00000125257	ABCC4	ensg
ENSG00000125266	EFNB2	ensg
ENSG00000125285	SOX21	ensg
ENSG00000125304	TM9SF2	ensg
ENSG00000125319	C17orf53	ensg
ENSG00000125337	KIF25	ensg
ENSG00000125347	IRF1	ensg
ENSG00000125351	UPF3B	ensg
ENSG00000125352	RNF113A	ensg
ENSG00000125354	SEPT6	ensg
ENSG00000125355	TMEM255A	ensg
ENSG00000125356	NDUFA1	ensg
ENSG00000125363	AMELX	ensg
ENSG00000125375	ATP5S	ensg
ENSG00000125378	BMP4	ensg
ENSG00000125384	PTGER2	ensg
ENSG00000125386	FAM193A	ensg
ENSG00000125388	GRK4	ensg
ENSG00000125398	SOX9	ensg
ENSG00000125409	TEKT3	ensg
ENSG00000125414	MYH2	ensg
ENSG00000125430	HS3ST3B1	ensg
ENSG00000125434	SLC25A35	ensg
ENSG00000125445	MRPS7	ensg
ENSG00000125447	GGA3	ensg
ENSG00000125449	ARMC7	ensg
ENSG00000125450	NUP85	ensg
ENSG00000125454	SLC25A19	ensg
ENSG00000125457	MIF4GD	ensg
ENSG00000125458	NT5C	ensg
ENSG00000125459	MSTO1	ensg
ENSG00000125462	C1orf61	ensg
ENSG00000125482	TTF1	ensg
ENSG00000125484	GTF3C4	ensg
ENSG00000125485	DDX31	ensg
ENSG00000125492	BARHL1	ensg
ENSG00000125498	KIR2DL1	ensg
ENSG00000125503	PPP1R12C	ensg
ENSG00000125505	MBOAT7	ensg
ENSG00000125508	SRMS	ensg
ENSG00000125510	OPRL1	ensg
ENSG00000125520	SLC2A4RG	ensg
ENSG00000125522	NPBWR2	ensg
ENSG00000125531	C20orf195	ensg
ENSG00000125533	BHLHE23	ensg
ENSG00000125534	PPDPF	ensg
ENSG00000125538	IL1B	ensg
ENSG00000125551	PLGLB2	ensg
ENSG00000125571	IL37	ensg
ENSG00000125611	CHCHD5	ensg
ENSG00000125618	PAX8	ensg
ENSG00000125629	INSIG2	ensg
ENSG00000125630	POLR1B	ensg
ENSG00000125633	CCDC93	ensg
ENSG00000125637	PSD4	ensg
ENSG00000125648	SLC25A23	ensg
ENSG00000125650	PSPN	ensg
ENSG00000125651	GTF2F1	ensg
ENSG00000125652	ALKBH7	ensg
ENSG00000125656	CLPP	ensg
ENSG00000125657	TNFSF9	ensg
ENSG00000125675	GRIA3	ensg
ENSG00000125676	THOC2	ensg
ENSG00000125686	MED1	ensg
ENSG00000125691	RPL23	ensg
ENSG00000125695	RP11-51F16.8	ensg
ENSG00000125703	ATG4C	ensg
ENSG00000125726	CD70	ensg
ENSG00000125730	C3	ensg
ENSG00000125731	SH2D3A	ensg
ENSG00000125733	TRIP10	ensg
ENSG00000125734	GPR108	ensg
ENSG00000125735	TNFSF14	ensg
ENSG00000125740	FOSB	ensg
ENSG00000125741	OPA3	ensg
ENSG00000125743	SNRPD2	ensg
ENSG00000125744	RTN2	ensg
ENSG00000125746	EML2	ensg
ENSG00000125753	VASP	ensg
ENSG00000125755	SYMPK	ensg
ENSG00000125772	GPCPD1	ensg
ENSG00000125775	SDCBP2	ensg
ENSG00000125779	PANK2	ensg
ENSG00000125780	TGM3	ensg
ENSG00000125787	GNRH2	ensg
ENSG00000125788	DEFB126	ensg
ENSG00000125798	FOXA2	ensg
ENSG00000125810	CD93	ensg
ENSG00000125812	GZF1	ensg
ENSG00000125813	PAX1	ensg
ENSG00000125814	NAPB	ensg
ENSG00000125815	CST8	ensg
ENSG00000125816	NKX2-4	ensg
ENSG00000125817	CENPB	ensg
ENSG00000125818	PSMF1	ensg
ENSG00000125820	NKX2-2	ensg
ENSG00000125821	DTD1	ensg
ENSG00000125823	CSTL1	ensg
ENSG00000125826	RBCK1	ensg
ENSG00000125827	TMX4	ensg
ENSG00000125831	CST11	ensg
ENSG00000125834	STK35	ensg
ENSG00000125835	SNRPB	ensg
ENSG00000125841	NRSN2	ensg
ENSG00000125843	AP5S1	ensg
ENSG00000125844	RRBP1	ensg
ENSG00000125845	BMP2	ensg
ENSG00000125846	ZNF133	ensg
ENSG00000125848	FLRT3	ensg
ENSG00000125850	OVOL2	ensg
ENSG00000125851	PCSK2	ensg
ENSG00000125861	GFRA4	ensg
ENSG00000125863	MKKS	ensg
ENSG00000125864	BFSP1	ensg
ENSG00000125868	DSTN	ensg
ENSG00000125869	LAMP5	ensg
ENSG00000125870	SNRPB2	ensg
ENSG00000125871	MGME1	ensg
ENSG00000125872	LRRN4	ensg
ENSG00000125875	TBC1D20	ensg
ENSG00000125877	ITPA	ensg
ENSG00000125878	TCF15	ensg
ENSG00000125879	OTOR	ensg
ENSG00000125885	MCM8	ensg
ENSG00000125888	BANF2	ensg
ENSG00000125895	TMEM74B	ensg
ENSG00000125898	FAM110A	ensg
ENSG00000125900	SIRPD	ensg
ENSG00000125901	MRPS26	ensg
ENSG00000125903	DEFB129	ensg
ENSG00000125910	S1PR4	ensg
ENSG00000125912	NCLN	ensg
ENSG00000125931	CITED1	ensg
ENSG00000125944	HNRNPR	ensg
ENSG00000125945	ZNF436	ensg
ENSG00000125952	MAX	ensg
ENSG00000125954	CHURC1-FNTB	ensg
ENSG00000125962	ARMCX5	ensg
ENSG00000125965	GDF5	ensg
ENSG00000125966	MMP24	ensg
ENSG00000125967	NECAB3	ensg
ENSG00000125968	ID1	ensg
ENSG00000125970	RALY	ensg
ENSG00000125971	DYNLRB1	ensg
ENSG00000125975	C20orf173	ensg
ENSG00000125977	EIF2S2	ensg
ENSG00000125991	ERGIC3	ensg
ENSG00000125995	ROMO1	ensg
ENSG00000125998	FAM83C	ensg
ENSG00000125999	BPIFB1	ensg
ENSG00000126001	CEP250	ensg
ENSG00000126003	PLAGL2	ensg
ENSG00000126010	GRPR	ensg
ENSG00000126012	KDM5C	ensg
ENSG00000126016	AMOT	ensg
ENSG00000126062	TMEM115	ensg
ENSG00000126067	PSMB2	ensg
ENSG00000126070	AGO3	ensg
ENSG00000126088	UROD	ensg
ENSG00000126091	ST3GAL3	ensg
ENSG00000126106	TMEM53	ensg
ENSG00000126107	HECTD3	ensg
ENSG00000126214	KLC1	ensg
ENSG00000126215	XRCC3	ensg
ENSG00000126216	TUBGCP3	ensg
ENSG00000126217	MCF2L	ensg
ENSG00000126218	F10	ensg
ENSG00000126226	PCID2	ensg
ENSG00000126231	PROZ	ensg
ENSG00000126233	SLURP1	ensg
ENSG00000126243	LRFN3	ensg
ENSG00000126246	IGFLR1	ensg
ENSG00000126247	CAPNS1	ensg
ENSG00000126249	PDCD2L	ensg
ENSG00000126251	GPR42	ensg
ENSG00000126254	RBM42	ensg
ENSG00000126259	KIRREL2	ensg
ENSG00000126261	UBA2	ensg
ENSG00000126262	FFAR2	ensg
ENSG00000126264	HCST	ensg
ENSG00000126266	FFAR1	ensg
ENSG00000126267	COX6B1	ensg
ENSG00000126337	KRT36	ensg
ENSG00000126351	THRA	ensg
ENSG00000126353	CCR7	ensg
ENSG00000126368	NR1D1	ensg
ENSG00000126391	FRMD8	ensg
ENSG00000126432	PRDX5	ensg
ENSG00000126453	BCL2L12	ensg
ENSG00000126456	IRF3	ensg
ENSG00000126457	PRMT1	ensg
ENSG00000126458	RRAS	ensg
ENSG00000126460	PRRG2	ensg
ENSG00000126461	SCAF1	ensg
ENSG00000126464	PRR12	ensg
ENSG00000126467	TSKS	ensg
ENSG00000126500	FLRT1	ensg
ENSG00000126522	ASL	ensg
ENSG00000126524	SBDS	ensg
ENSG00000126545	CSN1S1	ensg
ENSG00000126549	STATH	ensg
ENSG00000126550	HTN1	ensg
ENSG00000126561	STAT5A	ensg
ENSG00000126562	WNK4	ensg
ENSG00000126581	BECN1	ensg
ENSG00000126583	PRKCG	ensg
ENSG00000126602	TRAP1	ensg
ENSG00000126603	GLIS2	ensg
ENSG00000126653	NSRP1	ensg
ENSG00000126698	DNAJC8	ensg
ENSG00000126705	AHDC1	ensg
ENSG00000126709	IFI6	ensg
ENSG00000126733	DACH2	ensg
ENSG00000126746	ZNF384	ensg
ENSG00000126749	EMG1	ensg
ENSG00000126752	SSX1	ensg
ENSG00000126756	UXT	ensg
ENSG00000126759	CFP	ensg
ENSG00000126767	ELK1	ensg
ENSG00000126768	TIMM17B	ensg
ENSG00000126773	PCNXL4	ensg
ENSG00000126775	ATG14	ensg
ENSG00000126777	KTN1	ensg
ENSG00000126778	SIX1	ensg
ENSG00000126785	RHOJ	ensg
ENSG00000126787	DLGAP5	ensg
ENSG00000126790	L3HYPDH	ensg
ENSG00000126803	HSPA2	ensg
ENSG00000126804	ZBTB1	ensg
ENSG00000126814	TRMT5	ensg
ENSG00000126821	SGPP1	ensg
ENSG00000126822	PLEKHG3	ensg
ENSG00000126838	PZP	ensg
ENSG00000126856	PRDM7	ensg
ENSG00000126858	RHOT1	ensg
ENSG00000126860	EVI2A	ensg
ENSG00000126861	OMG	ensg
ENSG00000126870	WDR60	ensg
ENSG00000126878	AIF1L	ensg
ENSG00000126882	FAM78A	ensg
ENSG00000126883	NUP214	ensg
ENSG00000126890	CTAG2	ensg
ENSG00000126895	AVPR2	ensg
ENSG00000126903	SLC10A3	ensg
ENSG00000126934	MAP2K2	ensg
ENSG00000126945	HNRNPH2	ensg
ENSG00000126947	ARMCX1	ensg
ENSG00000126950	TMEM35	ensg
ENSG00000126952	NXF5	ensg
ENSG00000126953	TIMM8A	ensg
ENSG00000126970	ZC4H2	ensg
ENSG00000127022	CANX	ensg
ENSG00000127054	CPSF3L	ensg
ENSG00000127074	RGS13	ensg
ENSG00000127080	IPPK	ensg
ENSG00000127081	ZNF484	ensg
ENSG00000127083	OMD	ensg
ENSG00000127084	FGD3	ensg
ENSG00000127124	HIVEP3	ensg
ENSG00000127125	PPCS	ensg
ENSG00000127129	EDN2	ensg
ENSG00000127152	BCL11B	ensg
ENSG00000127184	COX7C	ensg
ENSG00000127191	TRAF2	ensg
ENSG00000127220	ABHD8	ensg
ENSG00000127241	MASP1	ensg
ENSG00000127249	ATP13A4	ensg
ENSG00000127252	HRASLS	ensg
ENSG00000127311	HELB	ensg
ENSG00000127314	RAP1B	ensg
ENSG00000127318	IL22	ensg
ENSG00000127324	TSPAN8	ensg
ENSG00000127325	BEST3	ensg
ENSG00000127328	RAB3IP	ensg
ENSG00000127329	PTPRB	ensg
ENSG00000127334	DYRK2	ensg
ENSG00000127337	YEATS4	ensg
ENSG00000127362	TAS2R3	ensg
ENSG00000127364	TAS2R4	ensg
ENSG00000127366	TAS2R5	ensg
ENSG00000127377	CRYGN	ensg
ENSG00000127399	LRRC61	ensg
ENSG00000127412	TRPV5	ensg
ENSG00000127415	IDUA	ensg
ENSG00000127418	FGFRL1	ensg
ENSG00000127419	TMEM175	ensg
ENSG00000127423	AUNIP	ensg
ENSG00000127445	PIN1	ensg
ENSG00000127452	FBXL12	ensg
ENSG00000127463	EMC1	ensg
ENSG00000127472	PLA2G5	ensg
ENSG00000127481	UBR4	ensg
ENSG00000127483	HP1BP3	ensg
ENSG00000127507	EMR2	ensg
ENSG00000127511	SIN3B	ensg
ENSG00000127515	OR7A10	ensg
ENSG00000127526	SLC35E1	ensg
ENSG00000127527	EPS15L1	ensg
ENSG00000127528	KLF2	ensg
ENSG00000127529	OR7C2	ensg
ENSG00000127530	OR7C1	ensg
ENSG00000127533	F2RL3	ensg
ENSG00000127540	UQCR11	ensg
ENSG00000127554	GFER	ensg
ENSG00000127561	SYNGR3	ensg
ENSG00000127564	PKMYT1	ensg
ENSG00000127578	WFIKKN1	ensg
ENSG00000127580	WDR24	ensg
ENSG00000127585	FBXL16	ensg
ENSG00000127586	CHTF18	ensg
ENSG00000127588	GNG13	ensg
ENSG00000127603	MACF1	ensg
ENSG00000127616	SMARCA4	ensg
ENSG00000127663	KDM4B	ensg
ENSG00000127666	TICAM1	ensg
ENSG00000127720	METTL25	ensg
ENSG00000127743	IL17B	ensg
ENSG00000127774	EMC6	ensg
ENSG00000127780	OR1E2	ensg
ENSG00000127804	METTL16	ensg
ENSG00000127824	TUBA4A	ensg
ENSG00000127831	VIL1	ensg
ENSG00000127837	AAMP	ensg
ENSG00000127838	PNKD	ensg
ENSG00000127863	TNFRSF19	ensg
ENSG00000127870	RNF6	ensg
ENSG00000127884	ECHS1	ensg
ENSG00000127903	ZNF835	ensg
ENSG00000127914	AKAP9	ensg
ENSG00000127920	GNG11	ensg
ENSG00000127922	SHFM1	ensg
ENSG00000127928	GNGT1	ensg
ENSG00000127946	HIP1	ensg
ENSG00000127947	PTPN12	ensg
ENSG00000127948	POR	ensg
ENSG00000127951	FGL2	ensg
ENSG00000127952	STYXL1	ensg
ENSG00000127954	STEAP4	ensg
ENSG00000127955	GNAI1	ensg
ENSG00000127980	PEX1	ensg
ENSG00000127989	MTERF1	ensg
ENSG00000127990	SGCE	ensg
ENSG00000127993	RBM48	ensg
ENSG00000127995	CASD1	ensg
ENSG00000128000	ZNF780B	ensg
ENSG00000128011	LRFN1	ensg
ENSG00000128016	ZFP36	ensg
ENSG00000128039	SRD5A3	ensg
ENSG00000128040	SPINK2	ensg
ENSG00000128045	RASL11B	ensg
ENSG00000128050	PAICS	ensg
ENSG00000128052	KDR	ensg
ENSG00000128059	PPAT	ensg
ENSG00000128159	TUBGCP6	ensg
ENSG00000128165	ADM2	ensg
ENSG00000128185	DGCR6L	ensg
ENSG00000128191	DGCR8	ensg
ENSG00000128203	ASPHD2	ensg
ENSG00000128218	VPREB3	ensg
ENSG00000128228	SDF2L1	ensg
ENSG00000128242	GAL3ST1	ensg
ENSG00000128245	YWHAH	ensg
ENSG00000128250	RFPL1	ensg
ENSG00000128253	RFPL2	ensg
ENSG00000128266	GNAZ	ensg
ENSG00000128268	MGAT3	ensg
ENSG00000128271	ADORA2A	ensg
ENSG00000128272	ATF4	ensg
ENSG00000128274	A4GALT	ensg
ENSG00000128276	RFPL3	ensg
ENSG00000128283	CDC42EP1	ensg
ENSG00000128284	APOL3	ensg
ENSG00000128285	MCHR1	ensg
ENSG00000128294	TPST2	ensg
ENSG00000128298	BAIAP2L2	ensg
ENSG00000128309	MPST	ensg
ENSG00000128310	GALR3	ensg
ENSG00000128311	TST	ensg
ENSG00000128313	APOL5	ensg
ENSG00000128322	IGLL1	ensg
ENSG00000128335	APOL2	ensg
ENSG00000128340	RAC2	ensg
ENSG00000128342	LIF	ensg
ENSG00000128346	C22orf23	ensg
ENSG00000128383	APOBEC3A	ensg
ENSG00000128394	APOBEC3F	ensg
ENSG00000128408	RIBC2	ensg
ENSG00000128422	KRT17	ensg
ENSG00000128463	EMC4	ensg
ENSG00000128482	RNF112	ensg
ENSG00000128487	SPECC1	ensg
ENSG00000128510	CPA4	ensg
ENSG00000128512	DOCK4	ensg
ENSG00000128513	POT1	ensg
ENSG00000128519	TAS2R16	ensg
ENSG00000128524	ATP6V1F	ensg
ENSG00000128534	LSM8	ensg
ENSG00000128536	CDHR3	ensg
ENSG00000128563	PRKRIP1	ensg
ENSG00000128564	VGF	ensg
ENSG00000128567	PODXL	ensg
ENSG00000128573	FOXP2	ensg
ENSG00000128578	STRIP2	ensg
ENSG00000128581	IFT22	ensg
ENSG00000128585	MKLN1	ensg
ENSG00000128590	DNAJB9	ensg
ENSG00000128591	FLNC	ensg
ENSG00000128594	LRRC4	ensg
ENSG00000128595	CALU	ensg
ENSG00000128596	CCDC136	ensg
ENSG00000128602	SMO	ensg
ENSG00000128604	IRF5	ensg
ENSG00000128606	LRRC17	ensg
ENSG00000128607	KLHDC10	ensg
ENSG00000128609	NDUFA5	ensg
ENSG00000128610	FEZF1	ensg
ENSG00000128617	OPN1SW	ensg
ENSG00000128626	MRPS12	ensg
ENSG00000128641	MYO1B	ensg
ENSG00000128645	HOXD1	ensg
ENSG00000128652	HOXD3	ensg
ENSG00000128654	MTX2	ensg
ENSG00000128655	PDE11A	ensg
ENSG00000128656	CHN1	ensg
ENSG00000128683	GAD1	ensg
ENSG00000128694	OSGEPL1	ensg
ENSG00000128699	ORMDL1	ensg
ENSG00000128708	HAT1	ensg
ENSG00000128709	HOXD9	ensg
ENSG00000128710	HOXD10	ensg
ENSG00000128713	HOXD11	ensg
ENSG00000128714	HOXD13	ensg
ENSG00000128731	HERC2	ensg
ENSG00000128739	SNRPN	ensg
ENSG00000128789	PSMG2	ensg
ENSG00000128791	TWSG1	ensg
ENSG00000128805	ARHGAP22	ensg
ENSG00000128815	WDFY4	ensg
ENSG00000128829	EIF2AK4	ensg
ENSG00000128833	MYO5C	ensg
ENSG00000128849	CGNL1	ensg
ENSG00000128872	TMOD2	ensg
ENSG00000128881	TTBK2	ensg
ENSG00000128886	ELL3	ensg
ENSG00000128891	C15orf57	ensg
ENSG00000128908	INO80	ensg
ENSG00000128915	ICE2	ensg
ENSG00000128917	DLL4	ensg
ENSG00000128918	ALDH1A2	ensg
ENSG00000128923	FAM63B	ensg
ENSG00000128928	IVD	ensg
ENSG00000128944	KNSTRN	ensg
ENSG00000128951	DUT	ensg
ENSG00000128965	CHAC1	ensg
ENSG00000128973	CLN6	ensg
ENSG00000128989	ARPP19	ensg
ENSG00000129003	VPS13C	ensg
ENSG00000129007	CALML4	ensg
ENSG00000129009	ISLR	ensg
ENSG00000129028	THAP10	ensg
ENSG00000129038	LOXL1	ensg
ENSG00000129048	ACKR4	ensg
ENSG00000129055	ANAPC13	ensg
ENSG00000129071	MBD4	ensg
ENSG00000129083	COPB1	ensg
ENSG00000129084	PSMA1	ensg
ENSG00000129103	SUMF2	ensg
ENSG00000129116	PALLD	ensg
ENSG00000129128	SPCS3	ensg
ENSG00000129151	BBOX1	ensg
ENSG00000129152	MYOD1	ensg
ENSG00000129158	SERGEF	ensg
ENSG00000129159	KCNC1	ensg
ENSG00000129167	TPH1	ensg
ENSG00000129170	CSRP3	ensg
ENSG00000129173	E2F8	ensg
ENSG00000129187	DCTD	ensg
ENSG00000129194	SOX15	ensg
ENSG00000129195	FAM64A	ensg
ENSG00000129197	RPAIN	ensg
ENSG00000129204	USP6	ensg
ENSG00000129214	SHBG	ensg
ENSG00000129219	PLD2	ensg
ENSG00000129221	AIPL1	ensg
ENSG00000129226	CD68	ensg
ENSG00000129235	TXNDC17	ensg
ENSG00000129244	ATP1B2	ensg
ENSG00000129245	FXR2	ensg
ENSG00000129250	KIF1C	ensg
ENSG00000129255	MPDU1	ensg
ENSG00000129292	PHF20L1	ensg
ENSG00000129295	LRRC6	ensg
ENSG00000129315	CCNT1	ensg
ENSG00000129317	PUS7L	ensg
ENSG00000129347	KRI1	ensg
ENSG00000129351	ILF3	ensg
ENSG00000129353	SLC44A2	ensg
ENSG00000129354	AP1M2	ensg
ENSG00000129355	CDKN2D	ensg
ENSG00000129422	MTUS1	ensg
ENSG00000129437	KLK14	ensg
ENSG00000129450	SIGLEC9	ensg
ENSG00000129451	KLK10	ensg
ENSG00000129455	KLK8	ensg
ENSG00000129460	NGDN	ensg
ENSG00000129465	RIPK3	ensg
ENSG00000129467	ADCY4	ensg
ENSG00000129472	RAB2B	ensg
ENSG00000129473	BCL2L2	ensg
ENSG00000129474	AJUBA	ensg
ENSG00000129480	DTD2	ensg
ENSG00000129484	PARP2	ensg
ENSG00000129493	HEATR5A	ensg
ENSG00000129514	FOXA1	ensg
ENSG00000129515	SNX6	ensg
ENSG00000129518	EAPP	ensg
ENSG00000129521	EGLN3	ensg
ENSG00000129534	MIS18BP1	ensg
ENSG00000129535	NRL	ensg
ENSG00000129538	RNASE1	ensg
ENSG00000129559	NEDD8	ensg
ENSG00000129562	DAD1	ensg
ENSG00000129566	TEP1	ensg
ENSG00000129595	EPB41L4A	ensg
ENSG00000129596	CDO1	ensg
ENSG00000129625	REEP5	ensg
ENSG00000129636	ITFG1	ensg
ENSG00000129646	QRICH2	ensg
ENSG00000129654	FOXJ1	ensg
ENSG00000129657	SEC14L1	ensg
ENSG00000129667	RHBDF2	ensg
ENSG00000129673	AANAT	ensg
ENSG00000129675	ARHGEF6	ensg
ENSG00000129680	MAP7D3	ensg
ENSG00000129682	FGF13	ensg
ENSG00000129691	ASH2L	ensg
ENSG00000129696	TTI2	ensg
ENSG00000129744	ART1	ensg
ENSG00000129749	CHRNA10	ensg
ENSG00000129757	CDKN1C	ensg
ENSG00000129810	SGOL1	ensg
ENSG00000129824	RPS4Y1	ensg
ENSG00000129862	VCY1B	ensg
ENSG00000129864	VCY	ensg
ENSG00000129873	CDY2B	ensg
ENSG00000129910	CDH15	ensg
ENSG00000129911	KLF16	ensg
ENSG00000129925	TMEM8A	ensg
ENSG00000129932	DOHH	ensg
ENSG00000129933	MAU2	ensg
ENSG00000129946	SHC2	ensg
ENSG00000129951	LPPR3	ensg
ENSG00000129965	INS-IGF2	ensg
ENSG00000129968	ABHD17A	ensg
ENSG00000129988	LBP	ensg
ENSG00000129990	SYT5	ensg
ENSG00000129991	TNNI3	ensg
ENSG00000129993	CBFA2T3	ensg
ENSG00000130005	GAMT	ensg
ENSG00000130021	HDHD1	ensg
ENSG00000130023	ERMARD	ensg
ENSG00000130024	PHF10	ensg
ENSG00000130032	PRRG3	ensg
ENSG00000130035	GALNT8	ensg
ENSG00000130037	KCNA5	ensg
ENSG00000130038	CRACR2A	ensg
ENSG00000130045	NXNL2	ensg
ENSG00000130052	STARD8	ensg
ENSG00000130054	FAM155B	ensg
ENSG00000130055	GDPD2	ensg
ENSG00000130066	SAT1	ensg
ENSG00000130119	GNL3L	ensg
ENSG00000130147	SH3BP4	ensg
ENSG00000130150	MOSPD2	ensg
ENSG00000130158	DOCK6	ensg
ENSG00000130159	ECSIT	ensg
ENSG00000130164	LDLR	ensg
ENSG00000130165	ELOF1	ensg
ENSG00000130167	TSPAN16	ensg
ENSG00000130173	C19orf80	ensg
ENSG00000130175	PRKCSH	ensg
ENSG00000130176	CNN1	ensg
ENSG00000130177	CDC16	ensg
ENSG00000130182	ZSCAN10	ensg
ENSG00000130193	THEM6	ensg
ENSG00000130201	EXOC3L2	ensg
ENSG00000130202	PVRL2	ensg
ENSG00000130203	APOE	ensg
ENSG00000130204	TOMM40	ensg
ENSG00000130208	APOC1	ensg
ENSG00000130222	GADD45G	ensg
ENSG00000130224	LRCH2	ensg
ENSG00000130226	DPP6	ensg
ENSG00000130227	XPO7	ensg
ENSG00000130234	ACE2	ensg
ENSG00000130244	FAM98C	ensg
ENSG00000130254	SAFB2	ensg
ENSG00000130255	RPL36	ensg
ENSG00000130270	ATP8B3	ensg
ENSG00000130283	GDF1	ensg
ENSG00000130287	NCAN	ensg
