GENEID	SYMBOL	type
ENSG00000204195	AWAT1	ensg
ENSG00000204197	KIFC1	ensg
ENSG00000204209	DAXX	ensg
ENSG00000204217	BMPR2	ensg
ENSG00000204219	TCEA3	ensg
ENSG00000204220	PFDN6	ensg
ENSG00000204221	WDR46	ensg
ENSG00000204227	RING1	ensg
ENSG00000204228	HSD17B8	ensg
ENSG00000204231	RXRB	ensg
ENSG00000204237	OXLD1	ensg
ENSG00000204246	OR13C3	ensg
ENSG00000204248	COL11A2	ensg
ENSG00000204252	HLA-DOA	ensg
ENSG00000204256	BRD2	ensg
ENSG00000204257	HLA-DMA	ensg
ENSG00000204262	COL5A2	ensg
ENSG00000204264	PSMB8	ensg
ENSG00000204267	TAP2	ensg
ENSG00000204271	SPIN3	ensg
ENSG00000204278	TMEM235	ensg
ENSG00000204279	PAGE3	ensg
ENSG00000204287	HLA-DRA	ensg
ENSG00000204290	BTNL2	ensg
ENSG00000204291	COL15A1	ensg
ENSG00000204293	OR8B2	ensg
ENSG00000204296	C6orf10	ensg
ENSG00000204300	TMEM225	ensg
ENSG00000204301	NOTCH4	ensg
ENSG00000204304	PBX2	ensg
ENSG00000204305	AGER	ensg
ENSG00000204308	RNF5	ensg
ENSG00000204310	AGPAT1	ensg
ENSG00000204311	DFNB59	ensg
ENSG00000204314	PRRT1	ensg
ENSG00000204315	FKBPL	ensg
ENSG00000204316	MRPL38	ensg
ENSG00000204323	SMIM5	ensg
ENSG00000204334	ERICH2	ensg
ENSG00000204335	SP5	ensg
ENSG00000204344	STK19	ensg
ENSG00000204345	CD300LD	ensg
ENSG00000204347	BTBD17	ensg
ENSG00000204348	DXO	ensg
ENSG00000204351	SKIV2L	ensg
ENSG00000204352	C9orf129	ensg
ENSG00000204356	NELFE	ensg
ENSG00000204361	NXPE2	ensg
ENSG00000204363	SPANXN5	ensg
ENSG00000204364	C2	ensg
ENSG00000204365	C10orf126	ensg
ENSG00000204366	ZBTB12	ensg
ENSG00000204370	SDHD	ensg
ENSG00000204371	EHMT2	ensg
ENSG00000204379	XAGE1A	ensg
ENSG00000204381	LAYN	ensg
ENSG00000204382	XAGE1B	ensg
ENSG00000204385	SLC44A4	ensg
ENSG00000204386	NEU1	ensg
ENSG00000204387	C6orf48	ensg
ENSG00000204388	HSPA1B	ensg
ENSG00000204389	HSPA1A	ensg
ENSG00000204390	HSPA1L	ensg
ENSG00000204392	LSM2	ensg
ENSG00000204394	VARS	ensg
ENSG00000204396	VWA7	ensg
ENSG00000204397	CARD16	ensg
ENSG00000204403	CASP12	ensg
ENSG00000204406	MBD5	ensg
ENSG00000204410	MSH5	ensg
ENSG00000204414	CSHL1	ensg
ENSG00000204420	C6orf25	ensg
ENSG00000204421	LY6G6C	ensg
ENSG00000204422	XXbac-BPG32J3.20	ensg
ENSG00000204424	LY6G6F	ensg
ENSG00000204427	ABHD16A	ensg
ENSG00000204428	LY6G5C	ensg
ENSG00000204435	CSNK2B	ensg
ENSG00000204438	GPANK1	ensg
ENSG00000204439	C6orf47	ensg
ENSG00000204442	FAM155A	ensg
ENSG00000204444	APOM	ensg
ENSG00000204449	TRIM49C	ensg
ENSG00000204450	TRIM64	ensg
ENSG00000204463	BAG6	ensg
ENSG00000204464	C1orf195	ensg
ENSG00000204469	PRRC2A	ensg
ENSG00000204472	AIF1	ensg
ENSG00000204475	NCR3	ensg
ENSG00000204478	PRAMEF20	ensg
ENSG00000204479	PRAMEF17	ensg
ENSG00000204480	PRAMEF19	ensg
ENSG00000204481	PRAMEF14	ensg
ENSG00000204482	LST1	ensg
ENSG00000204487	LTB	ensg
ENSG00000204490	TNF	ensg
ENSG00000204498	NFKBIL1	ensg
ENSG00000204501	PRAMEF9	ensg
ENSG00000204505	PRAMEF25	ensg
ENSG00000204510	PRAMEF7	ensg
ENSG00000204511	MCCD1	ensg
ENSG00000204514	ZNF814	ensg
ENSG00000204516	MICB	ensg
ENSG00000204518	AADACL4	ensg
ENSG00000204519	ZNF551	ensg
ENSG00000204520	MICA	ensg
ENSG00000204524	ZNF805	ensg
ENSG00000204525	HLA-C	ensg
ENSG00000204531	POU5F1	ensg
ENSG00000204532	ZSCAN5C	ensg
ENSG00000204536	CCHCR1	ensg
ENSG00000204538	PSORS1C2	ensg
ENSG00000204539	CDSN	ensg
ENSG00000204540	PSORS1C1	ensg
ENSG00000204542	C6orf15	ensg
ENSG00000204544	MUC21	ensg
ENSG00000204548	DEFB121	ensg
ENSG00000204560	DHX16	ensg
ENSG00000204564	C6orf136	ensg
ENSG00000204568	MRPS18B	ensg
ENSG00000204569	PPP1R10	ensg
ENSG00000204571	KRTAP5-11	ensg
ENSG00000204572	KRTAP5-10	ensg
ENSG00000204574	ABCF1	ensg
ENSG00000204576	PRR3	ensg
ENSG00000204577	LILRB3	ensg
ENSG00000204580	DDR1	ensg
ENSG00000204583	LRCOL1	ensg
ENSG00000204590	GNL1	ensg
ENSG00000204592	HLA-E	ensg
ENSG00000204595	DPRX	ensg
ENSG00000204599	TRIM39	ensg
ENSG00000204604	ZNF468	ensg
ENSG00000204610	TRIM15	ensg
ENSG00000204611	ZNF616	ensg
ENSG00000204612	FOXB2	ensg
ENSG00000204613	TRIM10	ensg
ENSG00000204614	TRIM40	ensg
ENSG00000204616	TRIM31	ensg
ENSG00000204618	RNF39	ensg
ENSG00000204619	PPP1R11	ensg
ENSG00000204624	PTCHD2	ensg
ENSG00000204628	GNB2L1	ensg
ENSG00000204632	HLA-G	ensg
ENSG00000204634	TBC1D8	ensg
ENSG00000204640	NMS	ensg
ENSG00000204642	HLA-F	ensg
ENSG00000204644	ZFP57	ensg
ENSG00000204653	ASPDH	ensg
ENSG00000204655	MOG	ensg
ENSG00000204657	OR2H2	ensg
ENSG00000204659	CBY3	ensg
ENSG00000204661	C5orf60	ensg
ENSG00000204669	C9orf57	ensg
ENSG00000204671	IL31	ensg
ENSG00000204673	AKT1S1	ensg
ENSG00000204677	FAM153C	ensg
ENSG00000204681	GABBR1	ensg
ENSG00000204682	CASC10	ensg
ENSG00000204683	C10orf113	ensg
ENSG00000204687	MAS1L	ensg
ENSG00000204688	OR2H1	ensg
ENSG00000204689	OR10C1	ensg
ENSG00000204690	OR12D2	ensg
ENSG00000204692	OR12D3	ensg
ENSG00000204694	OR11A1	ensg
ENSG00000204695	OR14J1	ensg
ENSG00000204700	OR2J2	ensg
ENSG00000204701	OR2J3	ensg
ENSG00000204702	OR2J1	ensg
ENSG00000204703	OR2B3	ensg
ENSG00000204704	OR2W1	ensg
ENSG00000204710	SPDYC	ensg
ENSG00000204711	C9orf135	ensg
ENSG00000204713	TRIM27	ensg
ENSG00000204740	MALRD1	ensg
ENSG00000204764	RANBP17	ensg
ENSG00000204767	FAM196B	ensg
ENSG00000204779	FOXD4L5	ensg
ENSG00000204815	TTC25	ensg
ENSG00000204822	MRPL53	ensg
ENSG00000204839	MROH6	ensg
ENSG00000204842	ATXN2	ensg
ENSG00000204843	DCTN1	ensg
ENSG00000204849	SPATA31A1	ensg
ENSG00000204851	PNMAL2	ensg
ENSG00000204852	TCTN1	ensg
ENSG00000204856	FAM216A	ensg
ENSG00000204859	ZBTB48	ensg
ENSG00000204866	IGFL2	ensg
ENSG00000204869	IGFL4	ensg
ENSG00000204873	KRTAP9-3	ensg
ENSG00000204880	KRTAP4-8	ensg
ENSG00000204882	GPR20	ensg
ENSG00000204887	KRTAP1-4	ensg
ENSG00000204889	KRT40	ensg
ENSG00000204897	KRT25	ensg
ENSG00000204899	MZT1	ensg
ENSG00000204909	SPINK9	ensg
ENSG00000204913	LRRC3C	ensg
ENSG00000204918	PRR20B	ensg
ENSG00000204919	PRR20A	ensg
ENSG00000204920	ZNF155	ensg
ENSG00000204922	UQCC3	ensg
ENSG00000204923	FBXO48	ensg
ENSG00000204928	GRXCR2	ensg
ENSG00000204930	FAM221B	ensg
ENSG00000204936	CD177	ensg
ENSG00000204941	PSG5	ensg
ENSG00000204946	ZNF783	ensg
ENSG00000204947	ZNF425	ensg
ENSG00000204950	LRRC10B	ensg
ENSG00000204952	FBXO47	ensg
ENSG00000204954	C12orf73	ensg
ENSG00000204956	PCDHGA1	ensg
ENSG00000204960	BLACE	ensg
ENSG00000204961	PCDHA9	ensg
ENSG00000204962	PCDHA8	ensg
ENSG00000204963	PCDHA7	ensg
ENSG00000204965	PCDHA5	ensg
ENSG00000204967	PCDHA4	ensg
ENSG00000204969	PCDHA2	ensg
ENSG00000204970	PCDHA1	ensg
ENSG00000204977	TRIM13	ensg
ENSG00000204978	ERICH4	ensg
ENSG00000204979	MS4A13	ensg
ENSG00000204983	PRSS1	ensg
ENSG00000204991	SPIRE2	ensg
ENSG00000205002	AARD	ensg
ENSG00000205022	PABPN1L	ensg
ENSG00000205029	OR5D16	ensg
ENSG00000205030	OR5L2	ensg
ENSG00000205038	PKHD1L1	ensg
ENSG00000205045	SLFN12L	ensg
ENSG00000205057	CLLU1OS	ensg
ENSG00000205060	SLC35B4	ensg
ENSG00000205076	LGALS7	ensg
ENSG00000205078	SYCE1L	ensg
ENSG00000205084	TMEM231	ensg
ENSG00000205085	FAM71F2	ensg
ENSG00000205086	C2orf91	ensg
ENSG00000205089	CCNI2	ensg
ENSG00000205090	TMEM240	ensg
ENSG00000205097	FRG2	ensg
ENSG00000205108	FAM205A	ensg
ENSG00000205111	CDKL4	ensg
ENSG00000205116	TMEM88B	ensg
ENSG00000205126	ACCSL	ensg
ENSG00000205129	C4orf47	ensg
ENSG00000205133	TRIQK	ensg
ENSG00000205138	SDHAF1	ensg
ENSG00000205143	ARID3C	ensg
ENSG00000205155	PSENEN	ensg
ENSG00000205177	C11orf91	ensg
ENSG00000205186	FABP9	ensg
ENSG00000205189	ZBTB10	ensg
ENSG00000205208	C4orf46	ensg
ENSG00000205209	SCGB2B2	ensg
ENSG00000205212	CCDC144NL	ensg
ENSG00000205213	LGR4	ensg
ENSG00000205220	PSMB10	ensg
ENSG00000205221	VIT	ensg
ENSG00000205236	RP11-514P8.6	ensg
ENSG00000205238	SPDYE2	ensg
ENSG00000205246	RPSAP58	ensg
ENSG00000205250	E2F4	ensg
ENSG00000205268	PDE7A	ensg
ENSG00000205269	TMEM170B	ensg
ENSG00000205274	TRBV20OR9-2	ensg
ENSG00000205277	MUC12	ensg
ENSG00000205279	CTXN3	ensg
ENSG00000205301	MGAT4D	ensg
ENSG00000205302	SNX2	ensg
ENSG00000205307	SAP25	ensg
ENSG00000205309	NT5M	ensg
ENSG00000205323	SARNP	ensg
ENSG00000205327	OR6C68	ensg
ENSG00000205328	OR6C65	ensg
ENSG00000205329	OR6C3	ensg
ENSG00000205330	OR6C1	ensg
ENSG00000205336	GPR56	ensg
ENSG00000205339	IPO7	ensg
ENSG00000205352	PRR13	ensg
ENSG00000205356	TECPR1	ensg
ENSG00000205358	MT1H	ensg
ENSG00000205359	SLCO6A1	ensg
ENSG00000205362	MT1A	ensg
ENSG00000205363	C15orf59	ensg
ENSG00000205364	MT1M	ensg
ENSG00000205403	CFI	ensg
ENSG00000205409	OR52E6	ensg
ENSG00000205413	SAMD9	ensg
ENSG00000205420	KRT6A	ensg
ENSG00000205423	CNEP1R1	ensg
ENSG00000205426	KRT81	ensg
ENSG00000205436	EXOC3L4	ensg
ENSG00000205439	KRTAP12-3	ensg
ENSG00000205442	IZUMO3	ensg
ENSG00000205445	KRTAP10-2	ensg
ENSG00000205456	TP53TG3D	ensg
ENSG00000205457	TP53TG3C	ensg
ENSG00000205464	ATP6AP1L	ensg
ENSG00000205476	CCDC85C	ensg
ENSG00000205495	OR52J3	ensg
ENSG00000205496	OR51A2	ensg
ENSG00000205497	OR51A4	ensg
ENSG00000205502	C2CD4B	ensg
ENSG00000205517	RGL3	ensg
ENSG00000205531	NAP1L4	ensg
ENSG00000205542	TMSB4X	ensg
ENSG00000205544	TMEM256	ensg
ENSG00000205549	C9orf92	ensg
ENSG00000205560	CPT1B	ensg
ENSG00000205571	SMN2	ensg
ENSG00000205572	SERF1B	ensg
ENSG00000205581	HMGN1	ensg
ENSG00000205593	DENND6B	ensg
ENSG00000205609	EIF3CL	ensg
ENSG00000205629	LCMT1	ensg
ENSG00000205639	MFSD2B	ensg
ENSG00000205642	VCX3B	ensg
ENSG00000205643	CDPF1	ensg
ENSG00000205649	HTN3	ensg
ENSG00000205659	LIN52	ensg
ENSG00000205667	ARSH	ensg
ENSG00000205669	ACOT6	ensg
ENSG00000205670	SMIM11	ensg
ENSG00000205678	TECRL	ensg
ENSG00000205683	DPF3	ensg
ENSG00000205693	MANSC4	ensg
ENSG00000205702	CYP2D7	ensg
ENSG00000205707	LYRM5	ensg
ENSG00000205710	C17orf107	ensg
ENSG00000205718	MBD3L4	ensg
ENSG00000205726	ITSN1	ensg
ENSG00000205730	ITPRIPL2	ensg
ENSG00000205744	DENND1C	ensg
ENSG00000205754	SLCO1B7	ensg
ENSG00000205755	CRLF2	ensg
ENSG00000205758	CRYZL1	ensg
ENSG00000205765	C5orf51	ensg
ENSG00000205777	GAGE1	ensg
ENSG00000205784	ARRDC5	ensg
ENSG00000205795	CYS1	ensg
ENSG00000205808	PPAPDC2	ensg
ENSG00000205809	KLRC2	ensg
ENSG00000205810	KLRC3	ensg
ENSG00000205832	C16orf96	ensg
ENSG00000205835	GMNC	ensg
ENSG00000205838	TTC23L	ensg
ENSG00000205846	CLEC6A	ensg
ENSG00000205853	RFPL3S	ensg
ENSG00000205856	C22orf42	ensg
ENSG00000205857	NANOGNB	ensg
ENSG00000205858	LRRC72	ensg
ENSG00000205863	C1QTNF9B	ensg
ENSG00000205864	KRTAP5-6	ensg
ENSG00000205867	KRTAP5-2	ensg
ENSG00000205869	KRTAP5-1	ensg
ENSG00000205882	DEFB134	ensg
ENSG00000205883	DEFB135	ensg
ENSG00000205884	DEFB136	ensg
ENSG00000205899	BHLHA9	ensg
ENSG00000205903	ZNF316	ensg
ENSG00000205916	DAZ4	ensg
ENSG00000205922	ONECUT3	ensg
ENSG00000205923	CEMP1	ensg
ENSG00000205927	OLIG2	ensg
ENSG00000205929	C21orf62	ensg
ENSG00000205937	RNPS1	ensg
ENSG00000205944	DAZ2	ensg
ENSG00000205978	NYNRIN	ensg
ENSG00000205981	DNAJC19	ensg
ENSG00000206013	IFITM5	ensg
ENSG00000206026	SMIM21	ensg
ENSG00000206043	C18orf63	ensg
ENSG00000206047	DEFA1	ensg
ENSG00000206052	DOK6	ensg
ENSG00000206053	HN1L	ensg
ENSG00000206069	TMEM211	ensg
ENSG00000206072	SERPINB11	ensg
ENSG00000206073	SERPINB4	ensg
ENSG00000206075	SERPINB5	ensg
ENSG00000206077	ZDHHC11B	ensg
ENSG00000206102	KRTAP19-8	ensg
ENSG00000206104	KRTAP20-3	ensg
ENSG00000206105	KRTAP20-4	ensg
ENSG00000206106	KRTAP22-2	ensg
ENSG00000206107	KRTAP27-1	ensg
ENSG00000206127	GOLGA8O	ensg
ENSG00000206150	RNASE13	ensg
ENSG00000206172	HBA1	ensg
ENSG00000206177	HBM	ensg
ENSG00000206181	TCEB3B	ensg
ENSG00000206190	ATP10A	ensg
ENSG00000206199	ANKUB1	ensg
ENSG00000206203	TSSK2	ensg
ENSG00000206206	DAXX	ensg
ENSG00000206208	TAPBP	ensg
ENSG00000206235	TAP2	ensg
ENSG00000206237	HLA-DQB1	ensg
ENSG00000206240	HLA-DRB1	ensg
ENSG00000206245	C6orf10	ensg
ENSG00000206256	PPT2	ensg
ENSG00000206260	PRR23A	ensg
ENSG00000206262	FOXL2NB	ensg
ENSG00000206268	NELFE	ensg
ENSG00000206279	DAXX	ensg
ENSG00000206280	ZBTB22	ensg
ENSG00000206281	TAPBP	ensg
ENSG00000206282	RGL2	ensg
ENSG00000206283	PFDN6	ensg
ENSG00000206284	WDR46	ensg
ENSG00000206285	B3GALT4	ensg
ENSG00000206286	VPS52	ensg
ENSG00000206287	RING1	ensg
ENSG00000206288	SLC39A7	ensg
ENSG00000206289	RXRB	ensg
ENSG00000206290	COL11A2	ensg
ENSG00000206291	HLA-DPA1	ensg
ENSG00000206292	HLA-DOA	ensg
ENSG00000206297	TAP1	ensg
ENSG00000206298	PSMB8	ensg
ENSG00000206299	TAP2	ensg
ENSG00000206301	HLA-DQA2	ensg
ENSG00000206302	HLA-DQB1	ensg
ENSG00000206305	HLA-DQA1	ensg
ENSG00000206306	HLA-DRB1	ensg
ENSG00000206308	HLA-DRA	ensg
ENSG00000206310	C6orf10	ensg
ENSG00000206314	GPSM3	ensg
ENSG00000206315	PBX2	ensg
ENSG00000206320	AGER	ensg
ENSG00000206324	AGPAT1	ensg
ENSG00000206329	PPT2	ensg
ENSG00000206331	PRRT1	ensg
ENSG00000206338	CYP21A2	ensg
ENSG00000206340	C4A	ensg
ENSG00000206342	STK19	ensg
ENSG00000206344	HCG27	ensg
ENSG00000206346	DXO	ensg
ENSG00000206353	SKIV2L	ensg
ENSG00000206355	CCHCR1	ensg
ENSG00000206357	NELFE	ensg
ENSG00000206366	ZBTB12	ensg
ENSG00000206372	C2	ensg
ENSG00000206376	EHMT2	ensg
ENSG00000206378	SLC44A4	ensg
ENSG00000206379	FLOT1	ensg
ENSG00000206380	C6orf48	ensg
ENSG00000206383	HSPA1L	ensg
ENSG00000206384	COL6A6	ensg
ENSG00000206394	CLIC1	ensg
ENSG00000206395	DDAH2	ensg
ENSG00000206396	C6orf25	ensg
ENSG00000206398	LY6G6C	ensg
ENSG00000206401	LY6G6E	ensg
ENSG00000206402	LY6G6D	ensg
ENSG00000206403	ABHD16A	ensg
ENSG00000206404	LY6G5C	ensg
ENSG00000206406	CSNK2B	ensg
ENSG00000206408	GPANK1	ensg
ENSG00000206409	APOM	ensg
ENSG00000206418	RAB12	ensg
ENSG00000206422	LRRC30	ensg
ENSG00000206427	PRRC2A	ensg
ENSG00000206428	AIF1	ensg
ENSG00000206430	NCR3	ensg
ENSG00000206432	TMEM200C	ensg
ENSG00000206433	LST1	ensg
ENSG00000206435	HLA-C	ensg
ENSG00000206437	LTB	ensg
ENSG00000206439	TNF	ensg
ENSG00000206440	NFKBIL1	ensg
ENSG00000206445	ATP6V1G2	ensg
ENSG00000206447	MCCD1	ensg
ENSG00000206449	MICB	ensg
ENSG00000206450	HLA-B	ensg
ENSG00000206452	HLA-C	ensg
ENSG00000206454	POU5F1	ensg
ENSG00000206455	TCF19	ensg
ENSG00000206457	CCHCR1	ensg
ENSG00000206459	PSORS1C2	ensg
ENSG00000206460	CDSN	ensg
ENSG00000206461	C6orf15	ensg
ENSG00000206465	SFTA2	ensg
ENSG00000206466	GABBR1	ensg
ENSG00000206467	OR2H2	ensg
ENSG00000206468	UBD	ensg
ENSG00000206470	MAS1L	ensg
ENSG00000206471	OR2H1	ensg
ENSG00000206472	OR11A1	ensg
ENSG00000206474	OR10C1	ensg
ENSG00000206476	VARS2	ensg
ENSG00000206478	IER3	ensg
ENSG00000206480	FLOT1	ensg
ENSG00000206481	MDC1	ensg
ENSG00000206483	TXNRD3NB	ensg
ENSG00000206484	NRM	ensg
ENSG00000206485	PPP1R18	ensg
ENSG00000206486	DHX16	ensg
ENSG00000206487	C6orf136	ensg
ENSG00000206488	ATAT1	ensg
ENSG00000206489	PPP1R10	ensg
ENSG00000206490	ABCF1	ensg
ENSG00000206491	PRR3	ensg
ENSG00000206492	GNL1	ensg
ENSG00000206493	HLA-E	ensg
ENSG00000206495	TRIM39	ensg
ENSG00000206500	RNF39	ensg
ENSG00000206501	PPP1R11	ensg
ENSG00000206502	ZNRD1	ensg
ENSG00000206503	HLA-A	ensg
ENSG00000206505	HLA-A	ensg
ENSG00000206506	HLA-G	ensg
ENSG00000206509	HLA-F	ensg
ENSG00000206510	ZFP57	ensg
ENSG00000206511	GABBR1	ensg
ENSG00000206512	OR2H2	ensg
ENSG00000206515	MAS1L	ensg
ENSG00000206516	OR2H1	ensg
ENSG00000206517	OR11A1	ensg
ENSG00000206522	OR2J3	ensg
ENSG00000206524	OR2B3	ensg
ENSG00000206525	OR2W1	ensg
ENSG00000206526	LINC01556	ensg
ENSG00000206527	PTPLB	ensg
ENSG00000206530	CFAP44	ensg
ENSG00000206531	CD200R1L	ensg
ENSG00000206535	LNP1	ensg
ENSG00000206536	OR5K3	ensg
ENSG00000206538	VGLL3	ensg
ENSG00000206549	PRSS50	ensg
ENSG00000206557	TRIM71	ensg
ENSG00000206559	ZCWPW2	ensg
ENSG00000206560	ANKRD28	ensg
ENSG00000206561	COLQ	ensg
ENSG00000206562	METTL6	ensg
ENSG00000206579	XKR4	ensg
ENSG00000211445	GPX3	ensg
ENSG00000211448	DIO2	ensg
ENSG00000211450	C11orf31	ensg
ENSG00000211452	DIO1	ensg
ENSG00000211454	AKR7L	ensg
ENSG00000211455	STK38L	ensg
ENSG00000211456	SACM1L	ensg
ENSG00000211460	TSN	ensg
ENSG00000211584	SLC48A1	ensg
ENSG00000211592	IGKC	ensg
ENSG00000211593	IGKJ5	ensg
ENSG00000211594	IGKJ4	ensg
ENSG00000211595	IGKJ3	ensg
ENSG00000211596	IGKJ2	ensg
ENSG00000211597	IGKJ1	ensg
ENSG00000211598	IGKV4-1	ensg
ENSG00000211599	IGKV5-2	ensg
ENSG00000211623	IGKV2D-26	ensg
ENSG00000211632	IGKV3D-11	ensg
ENSG00000211633	IGKV1D-42	ensg
ENSG00000211637	IGLV4-69	ensg
ENSG00000211638	IGLV8-61	ensg
ENSG00000211639	IGLV4-60	ensg
ENSG00000211640	IGLV6-57	ensg
ENSG00000211641	IGLV11-55	ensg
ENSG00000211642	IGLV10-54	ensg
ENSG00000211643	IGLV5-52	ensg
ENSG00000211644	IGLV1-51	ensg
ENSG00000211645	IGLV1-50	ensg
ENSG00000211647	IGLV5-48	ensg
ENSG00000211648	IGLV1-47	ensg
ENSG00000211649	IGLV7-46	ensg
ENSG00000211650	IGLV5-45	ensg
ENSG00000211653	IGLV1-40	ensg
ENSG00000211654	IGLV5-37	ensg
ENSG00000211656	IGLV2-33	ensg
ENSG00000211657	IGLV3-32	ensg
ENSG00000211658	IGLV3-27	ensg
ENSG00000211659	IGLV3-25	ensg
ENSG00000211660	IGLV2-23	ensg
ENSG00000211661	IGLV3-22	ensg
ENSG00000211662	IGLV3-21	ensg
ENSG00000211663	IGLV3-19	ensg
ENSG00000211664	IGLV2-18	ensg
ENSG00000211665	IGLV3-16	ensg
ENSG00000211666	IGLV2-14	ensg
ENSG00000211667	IGLV3-12	ensg
ENSG00000211668	IGLV2-11	ensg
ENSG00000211669	IGLV3-10	ensg
ENSG00000211670	IGLV3-9	ensg
ENSG00000211672	IGLV4-3	ensg
ENSG00000211673	IGLV3-1	ensg
ENSG00000211674	IGLJ1	ensg
ENSG00000211675	IGLC1	ensg
ENSG00000211676	IGLJ2	ensg
ENSG00000211677	IGLC2	ensg
ENSG00000211678	IGLJ3	ensg
ENSG00000211679	IGLC3	ensg
ENSG00000211680	IGLJ4	ensg
ENSG00000211681	IGLJ5	ensg
ENSG00000211682	IGLJ6	ensg
ENSG00000211684	IGLJ7	ensg
ENSG00000211685	IGLC7	ensg
ENSG00000211687	TRGJ2	ensg
ENSG00000211688	TRGJP2	ensg
ENSG00000211689	TRGC1	ensg
ENSG00000211690	TRGJ1	ensg
ENSG00000211692	TRGJP1	ensg
ENSG00000211693	TRGV11	ensg
ENSG00000211694	TRGV10	ensg
ENSG00000211695	TRGV9	ensg
ENSG00000211697	TRGV5	ensg
ENSG00000211699	TRGV3	ensg
ENSG00000211701	TRGV1	ensg
ENSG00000211706	TRBV6-1	ensg
ENSG00000211710	TRBV4-1	ensg
ENSG00000211713	TRBV6-4	ensg
ENSG00000211714	TRBV7-3	ensg
ENSG00000211715	TRBV5-3	ensg
ENSG00000211717	TRBV10-1	ensg
ENSG00000211720	TRBV11-1	ensg
ENSG00000211721	TRBV6-5	ensg
ENSG00000211725	TRBV5-5	ensg
ENSG00000211727	TRBV7-6	ensg
ENSG00000211728	TRBV5-6	ensg
ENSG00000211731	TRBV5-7	ensg
ENSG00000211734	TRBV5-1	ensg
ENSG00000211745	TRBV4-2	ensg
ENSG00000211746	TRBV19	ensg
ENSG00000211747	TRBV20-1	ensg
ENSG00000211749	TRBV23-1	ensg
ENSG00000211750	TRBV24-1	ensg
ENSG00000211751	TRBV25-1	ensg
ENSG00000211752	TRBV27	ensg
ENSG00000211753	TRBV28	ensg
ENSG00000211764	TRBJ2-1	ensg
ENSG00000211765	TRBJ2-2	ensg
ENSG00000211766	TRBJ2-2P	ensg
ENSG00000211768	TRBJ2-4	ensg
ENSG00000211769	TRBJ2-5	ensg
ENSG00000211770	TRBJ2-6	ensg
ENSG00000211771	TRBJ2-7	ensg
ENSG00000211772	TRBC2	ensg
ENSG00000211780	TRAV6	ensg
ENSG00000211781	TRAV7	ensg
ENSG00000211783	TRAV9-1	ensg
ENSG00000211789	TRAV12-2	ensg
ENSG00000211793	TRAV9-2	ensg
ENSG00000211798	TRAV18	ensg
ENSG00000211803	TRAV23DV6	ensg
ENSG00000211804	TRDV1	ensg
ENSG00000211807	TRAV26-1	ensg
ENSG00000211808	TRAV8-7	ensg
ENSG00000211809	TRAV27	ensg
ENSG00000211810	TRAV29DV5	ensg
ENSG00000211815	TRAV36DV7	ensg
ENSG00000211817	TRAV38-2DV8	ensg
ENSG00000211821	TRDV2	ensg
ENSG00000211825	TRDJ1	ensg
ENSG00000211826	TRDJ4	ensg
ENSG00000211827	TRDJ2	ensg
ENSG00000211828	TRDJ3	ensg
ENSG00000211829	TRDC	ensg
ENSG00000211831	TRAJ61	ensg
ENSG00000211832	TRAJ59	ensg
ENSG00000211834	TRAJ57	ensg
ENSG00000211835	TRAJ56	ensg
ENSG00000211836	TRAJ54	ensg
ENSG00000211837	TRAJ53	ensg
ENSG00000211838	TRAJ52	ensg
ENSG00000211839	TRAJ50	ensg
ENSG00000211840	TRAJ49	ensg
ENSG00000211841	TRAJ48	ensg
ENSG00000211842	TRAJ47	ensg
ENSG00000211843	TRAJ46	ensg
ENSG00000211844	TRAJ45	ensg
ENSG00000211845	TRAJ44	ensg
ENSG00000211846	TRAJ43	ensg
ENSG00000211847	TRAJ42	ensg
ENSG00000211848	TRAJ41	ensg
ENSG00000211849	TRAJ40	ensg
ENSG00000211850	TRAJ39	ensg
ENSG00000211851	TRAJ38	ensg
ENSG00000211854	TRAJ35	ensg
ENSG00000211855	TRAJ34	ensg
ENSG00000211856	TRAJ33	ensg
ENSG00000211857	TRAJ32	ensg
ENSG00000211858	TRAJ31	ensg
ENSG00000211859	TRAJ30	ensg
ENSG00000211860	TRAJ29	ensg
ENSG00000211861	TRAJ28	ensg
ENSG00000211862	TRAJ27	ensg
ENSG00000211863	TRAJ26	ensg
ENSG00000211864	TRAJ25	ensg
ENSG00000211865	TRAJ24	ensg
ENSG00000211866	TRAJ23	ensg
ENSG00000211867	TRAJ22	ensg
ENSG00000211868	TRAJ21	ensg
ENSG00000211869	TRAJ20	ensg
ENSG00000211870	TRAJ19	ensg
ENSG00000211871	TRAJ18	ensg
ENSG00000211872	TRAJ17	ensg
ENSG00000211873	TRAJ16	ensg
ENSG00000211875	TRAJ14	ensg
ENSG00000211876	TRAJ13	ensg
ENSG00000211877	TRAJ12	ensg
ENSG00000211878	TRAJ11	ensg
ENSG00000211879	TRAJ10	ensg
ENSG00000211880	TRAJ9	ensg
ENSG00000211882	TRAJ7	ensg
ENSG00000211883	TRAJ6	ensg
ENSG00000211884	TRAJ5	ensg
ENSG00000211885	TRAJ4	ensg
ENSG00000211886	TRAJ3	ensg
ENSG00000211887	TRAJ2	ensg
ENSG00000211888	TRAJ1	ensg
ENSG00000211890	IGHA2	ensg
ENSG00000211891	IGHE	ensg
ENSG00000211892	IGHG4	ensg
